        Q2    <dsig|+1,0>         err[1]    <dsig|+2,0>         err[2]      <ALL|0,0>         err[3]     <ALL|+1,0>         err[4]   <dsig|0,+1>          err[5]   <dsig|+1,-1>         err[6]    dsig|+1,+1>         err[7]  <dsig|+2,+1>          err[8]  <dsig|+2,-1>          err[9]     <ALL|0,+1>        err[10]    <ALL|+1,-1>        err[11]    <ALL|+1,+1>        err[12]        time[s]     neval      fail
    157.07     -0.0119887    0.000208756       0.122753    0.000181195     -0.0723707    0.000183337     -0.0481065    5.98196e-05     0.00530211    6.16599e-05     0.00691491     5.3454e-05    -0.00691491     5.3454e-05      0.0447209    6.39006e-05      0.0447209    6.39006e-05    -0.00271581    1.22745e-05      0.0107553    1.32025e-05     -0.0107553    1.32025e-05       0.318052   1000000         1
   159.555      -0.013094    0.000209569       0.122247    0.000181757     -0.0720238    0.000183134     -0.0486787    6.07004e-05     0.00553053    6.01811e-05     0.00712754    5.36087e-05    -0.00712754    5.36087e-05      0.0446869     6.4314e-05      0.0446869     6.4314e-05    -0.00265919    1.22859e-05      0.0108763    1.33913e-05     -0.0108763    1.33913e-05       0.324636   1000000         1
    162.04     -0.0142479     0.00021861       0.121748    0.000180576     -0.0716367    0.000190129     -0.0492509    6.15754e-05     0.00574921     5.8128e-05     0.00735771    5.59973e-05    -0.00735771    5.59973e-05      0.0446519    6.39871e-05      0.0446519    6.39871e-05    -0.00259908    1.29528e-05      0.0109972    1.36022e-05     -0.0109972    1.36022e-05         0.3173   1000000         1
   164.525      -0.015293    0.000202026       0.121238    0.000162959     -0.0712856    0.000180799     -0.0498124    5.65919e-05     0.00597408    5.58492e-05     0.00755943    5.15794e-05    -0.00755943    5.15794e-05      0.0446097    5.82419e-05      0.0446097    5.82419e-05    -0.00254187     1.2228e-05      0.0111158    1.24417e-05     -0.0111158    1.24417e-05        0.32065   1000000         1
    167.01     -0.0163264    0.000209825       0.120736    0.000179618     -0.0708704    0.000185603      -0.050374    6.28617e-05     0.00619419     6.0196e-05     0.00775384    5.34786e-05    -0.00775384    5.34786e-05      0.0445688    6.42513e-05      0.0445688    6.42513e-05    -0.00248236     1.2554e-05      0.0112344    1.38471e-05     -0.0112344    1.38471e-05       0.318438   1000000         1
   169.495     -0.0174014    0.000205273       0.120246    0.000168206     -0.0704447    0.000186054     -0.0509309    6.02579e-05     0.00640833    5.90562e-05     0.00796816    5.23587e-05    -0.00796816    5.23587e-05       0.044526    6.05281e-05       0.044526    6.05281e-05    -0.00241985    1.26875e-05       0.011352    1.32552e-05      -0.011352    1.32552e-05       0.319273   1000000         1
    171.98     -0.0184493    0.000219748       0.119766     0.00017819     -0.0699909    0.000191133     -0.0514927    6.41874e-05     0.00663152    5.75847e-05     0.00817112    5.60699e-05    -0.00817112    5.60699e-05      0.0444862    6.39775e-05      0.0444862    6.39775e-05    -0.00235717    1.32157e-05      0.0114706    1.41521e-05     -0.0114706    1.41521e-05       0.330347   1000000         1
   174.465     -0.0194195    0.000203378       0.119277    0.000163671     -0.0695475    0.000184804     -0.0520396     6.0354e-05     0.00684351    5.74612e-05      0.0083564    5.17297e-05     -0.0083564    5.17297e-05      0.0444393    5.93082e-05      0.0444393    5.93082e-05    -0.00229597    1.26396e-05       0.011586    1.32566e-05      -0.011586    1.32566e-05       0.319811   1000000         1
    176.95     -0.0204009    0.000203781       0.118783    0.000162929     -0.0690891    0.000184855     -0.0525848    6.06733e-05     0.00706947    5.74785e-05     0.00854437     5.1802e-05    -0.00854437     5.1802e-05       0.044388    5.91738e-05       0.044388    5.91738e-05    -0.00223251    1.27422e-05       0.011701    1.33249e-05      -0.011701    1.33249e-05       0.339338   1000000         1
   179.435     -0.0213678    0.000211927       0.118332    0.000179477     -0.0685854    0.000188305     -0.0531353    6.69947e-05     0.00726826    6.07078e-05     0.00873296    5.47095e-05    -0.00873296    5.47095e-05       0.044349    6.51777e-05       0.044349    6.51777e-05    -0.00216815    1.31622e-05      0.0118172     1.4738e-05     -0.0118172     1.4738e-05       0.357707   1000000         1
    181.92     -0.0223245    0.000218984        0.11784    0.000174876     -0.0681337    0.000194093     -0.0536903     6.6618e-05     0.00748688    5.85633e-05     0.00891153    5.56468e-05    -0.00891153    5.56468e-05      0.0442963    6.36148e-05      0.0442963    6.36148e-05    -0.00210706    1.35814e-05      0.0119338    1.46625e-05     -0.0119338    1.46625e-05       0.325971   1000000         1
   184.405      -0.023253     0.00020321       0.117381    0.000160335     -0.0675936    0.000185834     -0.0542167    6.20538e-05     0.00769588    5.77042e-05      0.0090894    5.15214e-05     -0.0090894    5.15214e-05      0.0442468    5.87387e-05      0.0442468    5.87387e-05    -0.00204005    1.29305e-05       0.012045    1.36152e-05      -0.012045    1.36152e-05       0.318265   1000000         1
    186.89     -0.0241532    0.000212677       0.116938    0.000177378      -0.067038    0.000189649     -0.0547554    6.89639e-05     0.00790055    6.20601e-05     0.00926323    5.50226e-05    -0.00926323    5.50226e-05      0.0442034    6.49902e-05      0.0442034    6.49902e-05    -0.00197216    1.35256e-05      0.0121586    1.51583e-05     -0.0121586    1.51583e-05        0.31836   1000000         1
   189.375     -0.0250969    0.000206054       0.116493    0.000163838      -0.066486    0.000188774     -0.0552914    6.49238e-05       0.008078    5.95613e-05     0.00943948    5.22177e-05    -0.00943948    5.22177e-05      0.0441555    6.02971e-05      0.0441555    6.02971e-05     -0.0019063    1.32887e-05      0.0122715    1.42532e-05     -0.0122715    1.42532e-05       0.318271   1000000         1
    191.86     -0.0260023    0.000220438       0.116044    0.000175009     -0.0659166    0.000195998     -0.0558286    6.99764e-05     0.00828553    5.98607e-05     0.00961251    5.59073e-05    -0.00961251    5.59073e-05      0.0441054    6.43682e-05      0.0441054    6.43682e-05      -0.001838    1.39471e-05      0.0123845    1.53906e-05     -0.0123845    1.53906e-05       0.317535   1000000         1
   194.345     -0.0268508    0.000204205       0.115594    0.000159689     -0.0653621    0.000186727     -0.0563562    6.47558e-05     0.00848521    5.78677e-05     0.00977068    5.16271e-05    -0.00977068    5.16271e-05      0.0440521     5.9071e-05      0.0440521     5.9071e-05    -0.00177207    1.32095e-05      0.0124956    1.42023e-05     -0.0124956    1.42023e-05       0.316103   1000000         1
    196.83     -0.0276239    0.000210673       0.115111    0.000165095     -0.0648532    0.000191081     -0.0568875    6.77426e-05     0.00872378    5.96722e-05     0.00991709    5.33449e-05    -0.00991709    5.33449e-05      0.0439898    6.13771e-05      0.0439898    6.13771e-05    -0.00170696    1.36524e-05      0.0126073    1.48591e-05     -0.0126073    1.48591e-05       0.353127   1000000         1
   199.315     -0.0285913    0.000218878       0.114727    0.000173354      -0.064117    0.000191457     -0.0574002    7.12267e-05     0.00889117    6.18242e-05       0.010101    5.56761e-05      -0.010101    5.56761e-05      0.0439491    6.41835e-05      0.0439491    6.41835e-05    -0.00162973    1.40346e-05      0.0127155    1.56451e-05     -0.0127155    1.56451e-05       0.365976   1000000         1
     201.8     -0.0294239    0.000218571       0.114297    0.000172507     -0.0635017    0.000192646     -0.0579227     7.1791e-05     0.00908052    6.21293e-05      0.0102565    5.55498e-05     -0.0102565    5.55498e-05      0.0438967    6.40243e-05      0.0438967    6.40243e-05    -0.00156066    1.41438e-05      0.0128254    1.57664e-05     -0.0128254    1.57664e-05        0.49004   1000000         1
   204.285     -0.0302134     0.00020523       0.113832    0.000158597     -0.0629079    0.000187486     -0.0584343    6.70223e-05     0.00929753    6.01036e-05      0.0104023    5.17739e-05     -0.0104023    5.17739e-05      0.0438291    5.91495e-05      0.0438291    5.91495e-05    -0.00149139    1.36172e-05      0.0129328    1.46992e-05     -0.0129328    1.46992e-05       0.352399   1000000         1
    206.77     -0.0310749    0.000220658       0.113453    0.000170742     -0.0622204    0.000193444     -0.0589569    7.24251e-05     0.00945439    5.98452e-05      0.0105681    5.56606e-05     -0.0105681    5.56606e-05      0.0437894    6.35589e-05      0.0437894    6.35589e-05    -0.00141789    1.42186e-05      0.0130429    1.59123e-05     -0.0130429    1.59123e-05       0.348761   1000000         1
   209.255     -0.0318381    0.000214956        0.11302    0.000165073     -0.0616105     0.00019272     -0.0594704     7.1181e-05     0.00965838    6.11865e-05      0.0107117    5.44981e-05     -0.0107117    5.44981e-05      0.0437304    6.18368e-05      0.0437304    6.18368e-05    -0.00134854    1.42521e-05       0.013151    1.56174e-05      -0.013151    1.56174e-05       0.361332   1000000         1
    211.74     -0.0326442     0.00022035       0.112614    0.000171226     -0.0608977    0.000191946     -0.0599796    7.41472e-05     0.00984204    6.19945e-05      0.0108604    5.57536e-05     -0.0108604    5.57536e-05      0.0436765    6.40724e-05      0.0436765    6.40724e-05    -0.00127465    1.44433e-05       0.013258    1.62806e-05      -0.013258    1.62806e-05       0.364552   1000000         1
   214.225     -0.0334174    0.000223015       0.112178    0.000172115     -0.0601997    0.000195583     -0.0604831    7.54809e-05      0.0100469    6.21373e-05      0.0110036    5.61628e-05     -0.0110036    5.61628e-05      0.0436114     6.4475e-05      0.0436114     6.4475e-05    -0.00119988    1.46039e-05      0.0133635    1.65833e-05     -0.0133635    1.65833e-05       0.337519   1000000         1
    216.71     -0.0342433    0.000231685       0.111808    0.000176153     -0.0594569    0.000197478      -0.060987    7.71891e-05      0.0102092    6.33225e-05      0.0111599    5.86881e-05     -0.0111599    5.86881e-05      0.0435619    6.52311e-05      0.0435619    6.52311e-05    -0.00112364    1.51178e-05      0.0134703    1.70504e-05     -0.0134703    1.70504e-05       0.325929   1000000         1
   219.195     -0.0349693    0.000224408       0.111377     0.00017116      -0.058797    0.000195169     -0.0614955    7.62426e-05      0.0104079    6.16983e-05      0.0112923    5.64238e-05     -0.0112923    5.64238e-05         0.0435    6.42417e-05         0.0435    6.42417e-05    -0.00105268    1.47309e-05      0.0135763    1.67511e-05     -0.0135763    1.67511e-05       0.321341   1000000         1
    221.68     -0.0357157    0.000224465       0.111006    0.000174106     -0.0580387    0.000194422     -0.0619956    7.81453e-05      0.0105551    6.12155e-05      0.0114301    5.63911e-05     -0.0114301    5.63911e-05      0.0434536    6.55813e-05      0.0434536    6.55813e-05   -0.000977159    1.47252e-05      0.0136814    1.71739e-05     -0.0136814    1.71739e-05       0.344469   1000000         1
   224.165     -0.0364502    0.000225493       0.110588    0.000172432     -0.0573149    0.000194846     -0.0624885    7.82019e-05      0.0107557    6.16014e-05       0.011567    5.65517e-05      -0.011567    5.65517e-05      0.0433864    6.49844e-05      0.0433864    6.49844e-05   -0.000901559    1.48478e-05      0.0137849    1.71812e-05     -0.0137849    1.71812e-05       0.361688   1000000         1
    226.65     -0.0371253    0.000212625       0.110195    0.000169874     -0.0565599    0.000189214     -0.0629748    7.80506e-05      0.0109438    6.26111e-05      0.0116894    5.33775e-05     -0.0116894    5.33775e-05       0.043327    6.44201e-05       0.043327    6.44201e-05   -0.000825101    1.44465e-05      0.0138871    1.71317e-05     -0.0138871    1.71317e-05       0.398028   1000000         1
   229.135     -0.0378904    0.000238304       0.109808    0.000181334     -0.0557925     0.00020255      -0.063475    8.42784e-05      0.0111175    6.46447e-05      0.0118343    5.98834e-05     -0.0118343    5.98834e-05      0.0432686    6.85569e-05      0.0432686    6.85569e-05   -0.000748018     1.5753e-05      0.0139921    1.85244e-05     -0.0139921    1.85244e-05       0.438886   1000000         1
    231.62     -0.0386001    0.000228867       0.109439    0.000177183     -0.0549822    0.000200432     -0.0639616    8.35499e-05      0.0112829    6.42805e-05      0.0119653    5.73527e-05     -0.0119653    5.73527e-05      0.0432159    6.74478e-05      0.0432159    6.74478e-05   -0.000669051    1.54579e-05      0.0140943    1.83465e-05     -0.0140943    1.83465e-05       0.514499   1000000         1
   234.105     -0.0392778    0.000223596       0.109038    0.000169068     -0.0542258    0.000195229     -0.0644509    8.00674e-05      0.0114654    6.12071e-05       0.012089    5.58729e-05      -0.012089    5.58729e-05      0.0431498    6.43692e-05      0.0431498    6.43692e-05   -0.000593594    1.51068e-05      0.0141969    1.75688e-05     -0.0141969    1.75688e-05       0.383306   1000000         1
    236.59      -0.039922    0.000221751       0.108643    0.000166664     -0.0534755    0.000196064      -0.064934    7.99134e-05      0.0116599    6.23836e-05      0.0122074    5.55363e-05     -0.0122074    5.55363e-05      0.0430847     6.3748e-05      0.0430847     6.3748e-05   -0.000517523    1.53746e-05      0.0142983    1.75198e-05     -0.0142983    1.75198e-05        0.59267   1000000         1
   239.075     -0.0406576    0.000225676       0.108291    0.000170328     -0.0525903    0.000197504     -0.0654167     8.2233e-05      0.0118081    6.16534e-05      0.0123434     5.6257e-05     -0.0123434     5.6257e-05      0.0430316    6.51109e-05      0.0430316    6.51109e-05   -0.000435196    1.53925e-05      0.0143995    1.80378e-05     -0.0143995    1.80378e-05       0.422017   1000000         1
    241.56     -0.0412842    0.000229279       0.107898    0.000174987     -0.0518137    0.000201618     -0.0659018    8.56708e-05      0.0119886    6.30788e-05      0.0124556    5.71231e-05     -0.0124556    5.71231e-05       0.042965    6.70795e-05       0.042965    6.70795e-05   -0.000359387    1.57017e-05      0.0145011    1.87949e-05     -0.0145011    1.87949e-05       0.395253   1000000         1
   244.045     -0.0419458    0.000222526       0.107528    0.000166822     -0.0509615    0.000200147     -0.0663659    8.28283e-05      0.0121738    6.25263e-05      0.0125796    5.55821e-05     -0.0125796    5.55821e-05      0.0429018    6.42971e-05      0.0429018    6.42971e-05   -0.000277092    1.57293e-05      0.0145987    1.81416e-05     -0.0145987    1.81416e-05       0.356407   1000000         1
    246.53     -0.0426151    0.000229983       0.107146    0.000173998     -0.0501121    0.000202633     -0.0668443    8.69121e-05      0.0123389    6.22478e-05      0.0127007    5.71889e-05     -0.0127007    5.71889e-05      0.0428344    6.69947e-05      0.0428344    6.69947e-05   -0.000196885    1.58897e-05      0.0146987    1.90536e-05     -0.0146987    1.90536e-05       0.351218   1000000         1
   249.015     -0.0432479    0.000212767       0.106812    0.000165679     -0.0492386      0.0001962     -0.0673148    8.38851e-05      0.0124872    6.07709e-05      0.0128165    5.29041e-05     -0.0128165    5.29041e-05      0.0427818    6.42264e-05      0.0427818    6.42264e-05   -0.000116426    1.52548e-05      0.0147977    1.83564e-05     -0.0147977    1.83564e-05       0.345161   1000000         1
     251.5     -0.0438747    0.000230314       0.106423      0.0001761     -0.0483358     0.00020828       -0.06778    9.04758e-05       0.012679    6.42458e-05      0.0129308    5.72494e-05     -0.0129308    5.72494e-05       0.042712    6.83251e-05       0.042712    6.83251e-05   -3.14509e-05     1.6343e-05      0.0148949     1.9819e-05     -0.0148949     1.9819e-05       0.352795   1000000         1
   253.985     -0.0445047    0.000223779       0.106059    0.000166237     -0.0474943    0.000206602     -0.0682536    8.65611e-05      0.0128532    6.24494e-05      0.0130466    5.54638e-05     -0.0130466    5.54638e-05      0.0426462    6.46033e-05      0.0426462    6.46033e-05    4.80212e-05    1.61663e-05      0.0149942    1.89368e-05     -0.0149942    1.89368e-05       0.350037   1000000         1
    256.47     -0.0451374    0.000224169       0.105718    0.000165628     -0.0465737    0.000205836     -0.0687222    8.68701e-05      0.0130042    6.12964e-05      0.0131615    5.54923e-05     -0.0131615    5.54923e-05      0.0425893    6.45235e-05      0.0425893    6.45235e-05    0.000132174    1.62002e-05      0.0150924    1.89951e-05     -0.0150924    1.89951e-05       0.349507   1000000         1
   258.955     -0.0457299    0.000235167       0.105323     0.00017286     -0.0457044    0.000214233     -0.0691744    9.21683e-05      0.0132013    6.47867e-05      0.0132707     5.8473e-05     -0.0132707     5.8473e-05      0.0425092       6.75e-05      0.0425092       6.75e-05    0.000215032    1.71398e-05      0.0151872    2.01586e-05     -0.0151872    2.01586e-05       0.353633   1000000         1
    261.44     -0.0463826    0.000219046       0.105017    0.000170929     -0.0447011    0.000206944     -0.0696244     9.1682e-05      0.0133163    6.44361e-05      0.0133884    5.41925e-05     -0.0133884    5.41925e-05      0.0424585    6.70286e-05      0.0424585    6.70286e-05    0.000301378    1.63098e-05      0.0152817    2.00346e-05     -0.0152817    2.00346e-05       0.347754   1000000         1
   263.925     -0.0470238    0.000225141       0.104671    0.000163998     -0.0437555    0.000211567     -0.0700848    8.89994e-05      0.0134879    6.14804e-05      0.0135098    5.55967e-05     -0.0135098    5.55967e-05       0.042395    6.43141e-05       0.042395    6.43141e-05    0.000387981    1.67076e-05      0.0153782    1.94379e-05     -0.0153782    1.94379e-05       0.352922   1000000         1
    266.41     -0.0475653    0.000227646       0.104289    0.000166446     -0.0428921    0.000214583     -0.0705444    9.14034e-05      0.0136726    6.20981e-05      0.0136054    5.62059e-05     -0.0136054    5.62059e-05      0.0423187    6.54411e-05      0.0423187    6.54411e-05    0.000468197    1.69765e-05      0.0154742    1.99611e-05     -0.0154742    1.99611e-05        0.36143   1000000         1
   268.895     -0.0481532    0.000226577       0.103944    0.000165745     -0.0419103    0.000218099     -0.0709921    9.24218e-05      0.0138442    6.36322e-05       0.013712    5.59016e-05      -0.013712    5.59016e-05       0.042253    6.53828e-05       0.042253    6.53828e-05    0.000555519    1.71997e-05       0.015568    2.01723e-05      -0.015568    2.01723e-05       0.410967   1000000         1
    271.38     -0.0487518    0.000226956       0.103605    0.000164638     -0.0409565    0.000221117     -0.0714414    9.28687e-05      0.0140042    6.41475e-05      0.0138206    5.59033e-05     -0.0138206    5.59033e-05       0.042188    6.50168e-05       0.042188    6.50168e-05    0.000640738    1.74338e-05       0.015662    2.02643e-05      -0.015662    2.02643e-05       0.396627   1000000         1
   273.865     -0.0492815     0.00020563       0.103275    0.000146411     -0.0400006    0.000206342      -0.071888      8.325e-05       0.014157    5.94408e-05      0.0139154    5.05211e-05     -0.0139154    5.05211e-05      0.0421266    5.82409e-05      0.0421266    5.82409e-05    0.000725809    1.62334e-05      0.0157557    1.81137e-05     -0.0157557    1.81137e-05        0.35465   1000000         1
