        xB    <dsig|+1,0>         err[1]    <dsig|+2,0>         err[2]      <ALL|0,0>         err[3]     <ALL|+1,0>         err[4]   <dsig|0,+1>          err[5]   <dsig|+1,-1>         err[6]   <dsig|+1,+1>         err[7]  <dsig|+2,+1>          err[8]  <dsig|+2,-1>          err[9]     <ALL|0,+1>        err[10]    <ALL|+1,-1>        err[11]    <ALL|+1,+1>        err[12]           AUzi        err[13]        AUcfqzi        err[14]       AUc2fqzi        err[15]           ALzi        err[16]        ALcfqzi        err[17]       BUcf12zi        err[18]    BUcfqmf12zi        err[19]    BUcfqpf12zi        err[20]   BUc2fqmf12zi        err[21]   BUc2fqpf12zi        err[22]       BLcf12zi        err[23]    BLcfqmf12zi        err[24]    BLcfqpf12zi        err[25]        time[s]     neval      fail
     0.239     -0.0643496    5.83745e-05       0.134317    5.14879e-05     0.00614278    4.07641e-05      -0.069812    2.08186e-05    -0.00337339    1.40753e-05      0.0181555    1.44831e-05     -0.0181555    1.44831e-05       0.051918    1.96219e-05       0.051918    1.96219e-05     0.00315877    3.46448e-06      0.0154398    4.50334e-06     -0.0154398    4.50334e-06      0.0035205    7.46214e-07   -0.000113271    9.99094e-08    0.000472864    1.51031e-07    2.16257e-05    1.43437e-07   -0.000122887    2.57771e-08    -1.1876e-05     4.9488e-08    6.39164e-05     4.9155e-08   -6.39164e-05     4.9155e-08    0.000182778    5.71923e-08    0.000182778    5.71923e-08    1.11204e-05    1.19668e-08    5.43559e-05    1.08907e-08   -5.43559e-05    1.08907e-08        2.36714  10000000         1
      0.24       -0.06489    5.94171e-05        0.13405    5.15324e-05     0.00693495    4.15596e-05      -0.070134    2.08117e-05    -0.00324308    1.39976e-05       0.018257    1.47313e-05      -0.018257    1.47313e-05      0.0518821    1.95559e-05      0.0518821    1.95559e-05     0.00322575    3.51313e-06      0.0155079    4.50169e-06     -0.0155079    4.50169e-06     0.00346506    7.37593e-07   -0.000112424    1.00122e-07    0.000464491    1.48689e-07      2.403e-05    1.43915e-07   -0.000121509    2.51214e-08   -1.12375e-05    4.84435e-08    6.32616e-05    4.92365e-08   -6.32616e-05    4.92365e-08    0.000179775    5.59222e-08    0.000179775    5.59222e-08    1.11774e-05    1.19384e-08    5.37358e-05    1.06055e-08   -5.37358e-05    1.06055e-08        2.36468  10000000         1
     0.241     -0.0654273    5.75205e-05       0.133783    4.65461e-05     0.00773277    4.18712e-05     -0.0704562    1.92017e-05    -0.00311301    1.33812e-05      0.0183578    1.41523e-05     -0.0183578    1.41523e-05      0.0518458    1.77863e-05      0.0518458    1.77863e-05     0.00329304    3.48435e-06      0.0155761    4.12824e-06     -0.0155761    4.12824e-06     0.00341059    6.44525e-07   -0.000111573    9.57965e-08    0.000456278    1.33291e-07    2.63733e-05    1.42718e-07   -0.000120149    2.35939e-08   -1.06172e-05    4.55936e-08    6.26108e-05    4.67949e-08   -6.26108e-05    4.67949e-08    0.000176825    5.06283e-08    0.000176825    5.06283e-08    1.12312e-05    1.16926e-08    5.31236e-05    9.87188e-09   -5.31236e-05    9.87188e-09        2.36624  10000000         1
     0.242     -0.0659615    5.73495e-05       0.133516    4.47772e-05     0.00853634     4.2523e-05     -0.0707781    1.87299e-05    -0.00298313    1.31166e-05      0.0184578    1.40582e-05     -0.0184578    1.40582e-05      0.0518092    1.71366e-05      0.0518092    1.71366e-05     0.00336065    3.50558e-06      0.0156441    4.01602e-06     -0.0156441    4.01602e-06     0.00335712    6.08012e-07    -0.00011072     9.4153e-08    0.000448231    1.26518e-07    2.86575e-05    1.42661e-07   -0.000118805    2.29228e-08   -1.00147e-05    4.39966e-08    6.19651e-05    4.58413e-08   -6.19651e-05    4.58413e-08     0.00017393     4.8139e-08     0.00017393     4.8139e-08    1.12821e-05    1.15899e-08    5.25193e-05    9.55493e-09   -5.25193e-05    9.55493e-09         2.3239  10000000         1
     0.243     -0.0664925    5.70289e-05        0.13325    4.28807e-05     0.00934557    4.31545e-05     -0.0710999    1.82169e-05     -0.0028536     1.2847e-05      0.0185571    1.39257e-05     -0.0185571    1.39257e-05      0.0517722     1.6446e-05      0.0517722     1.6446e-05     0.00342856    3.52034e-06      0.0157122    3.89342e-06     -0.0157122    3.89342e-06     0.00330461    5.69615e-07   -0.000109866    9.23066e-08     0.00044034    1.19662e-07    3.08835e-05     1.4251e-07   -0.000117479    2.22699e-08   -9.43004e-06    4.24232e-08    6.13239e-05    4.47886e-08   -6.13239e-05    4.47886e-08    0.000171087    4.56508e-08    0.000171087    4.56508e-08      1.133e-05    1.14683e-08    5.19227e-05    9.24334e-09   -5.19227e-05    9.24334e-09        2.33969  10000000         1
     0.244     -0.0670214    5.71502e-05       0.132984    4.18794e-05      0.0101614    4.38921e-05     -0.0714214    1.81089e-05    -0.00272354    1.26619e-05       0.018656    1.39134e-05      -0.018656    1.39134e-05      0.0517345    1.60915e-05      0.0517345    1.60915e-05     0.00349694    3.55331e-06      0.0157802    3.86394e-06     -0.0157802    3.86394e-06     0.00325306    5.48886e-07   -0.000109012    9.11185e-08    0.000432605    1.15031e-07    3.30557e-05    1.42675e-07   -0.000116169    2.19858e-08   -8.85982e-06    4.11628e-08    6.06891e-05    4.40874e-08   -6.06891e-05    4.40874e-08    0.000168295    4.39751e-08    0.000168295    4.39751e-08    1.13757e-05    1.13986e-08    5.13338e-05    9.10894e-09   -5.13338e-05    9.10894e-09        2.36108  10000000         1
     0.245     -0.0675471    5.72687e-05       0.132719    4.09782e-05      0.0109829    4.46718e-05     -0.0717427    1.80691e-05    -0.00259386    1.25489e-05      0.0187542    1.39027e-05     -0.0187542    1.39027e-05      0.0516966    1.57798e-05      0.0516966    1.57798e-05      0.0035656    3.60296e-06      0.0158481     3.8497e-06     -0.0158481     3.8497e-06     0.00320242    5.30695e-07   -0.000108157    8.99306e-08    0.000425021    1.10726e-07    3.51719e-05    1.42939e-07   -0.000114875    2.17873e-08   -8.30665e-06    4.01634e-08    6.00589e-05    4.33957e-08   -6.00589e-05    4.33957e-08    0.000165554    4.24376e-08    0.000165554    4.24376e-08    1.14186e-05     1.1382e-08    5.07524e-05    9.01401e-09   -5.07524e-05    9.01401e-09        2.67913  10000000         1
     0.246     -0.0680699    5.72556e-05       0.132453    3.99554e-05      0.0118099    4.54002e-05     -0.0720641    1.79951e-05    -0.00246446    1.23184e-05      0.0188517    1.38543e-05     -0.0188517    1.38543e-05      0.0516582    1.54306e-05      0.0516582    1.54306e-05     0.00363457    3.62017e-06       0.015916    3.82695e-06      -0.015916    3.82695e-06     0.00315268    5.10334e-07   -0.000107301    8.85673e-08    0.000417583    1.06294e-07    3.72329e-05    1.43005e-07   -0.000113598     2.1599e-08   -7.76967e-06    3.88157e-08    5.94334e-05    4.26055e-08   -5.94334e-05    4.26055e-08    0.000162862    4.08852e-08    0.000162862    4.08852e-08    1.14586e-05    1.12615e-08    5.01782e-05    8.92147e-09   -5.01782e-05    8.92147e-09        2.43459  10000000         1
     0.247     -0.0685909    5.85049e-05       0.132188    4.13251e-05      0.0126433    4.64379e-05      -0.072385    1.87368e-05    -0.00233441    1.23647e-05      0.0189489    1.41621e-05     -0.0189489    1.41621e-05      0.0516192    1.59019e-05      0.0516192    1.59019e-05     0.00370399    3.69345e-06      0.0159839    3.99401e-06     -0.0159839    3.99401e-06     0.00310383    5.30187e-07   -0.000106447    8.89553e-08    0.000410289    1.07426e-07    3.92427e-05    1.43979e-07   -0.000112335    2.18477e-08   -7.24561e-06    3.83579e-08    5.88143e-05    4.27934e-08   -5.88143e-05    4.27934e-08    0.000160217    4.10741e-08    0.000160217    4.10741e-08    1.14965e-05    1.12944e-08    4.96112e-05    9.04781e-09   -4.96112e-05    9.04781e-09        2.24621  10000000         1
     0.248     -0.0691066     5.7706e-05       0.131923    3.89019e-05      0.0134827     4.7031e-05     -0.0727057    1.82938e-05    -0.00220458    1.21026e-05       0.019045    1.38907e-05      -0.019045    1.38907e-05        0.05158    1.51125e-05        0.05158    1.51125e-05     0.00377379    3.71448e-06      0.0160517    3.88554e-06     -0.0160517    3.88554e-06     0.00305587    4.89125e-07    -0.00010559    8.65362e-08    0.000403141    9.98424e-08    4.12014e-05    1.43569e-07    -0.00011109    2.15669e-08   -6.73691e-06    3.69682e-08    5.81991e-05    4.14135e-08   -5.81991e-05    4.14135e-08    0.000157622    3.86816e-08    0.000157622    3.86816e-08    1.15322e-05    1.11999e-08    4.90518e-05    8.90743e-09   -4.90518e-05    8.90743e-09        2.22619  10000000         1
     0.249     -0.0696211    5.80127e-05       0.131659    3.86709e-05      0.0143273    4.78964e-05     -0.0730264    1.85794e-05    -0.00207534    1.19974e-05      0.0191407    1.39323e-05     -0.0191407    1.39323e-05      0.0515404    1.50649e-05      0.0515404    1.50649e-05     0.00384377    3.75911e-06      0.0161194    3.94517e-06     -0.0161194    3.94517e-06     0.00300874    4.83688e-07   -0.000104736     8.5633e-08    0.000396128    9.73762e-08    4.31072e-05    1.43941e-07   -0.000109859    2.16635e-08   -6.24418e-06    3.60832e-08    5.75894e-05    4.08835e-08   -5.75894e-05    4.08835e-08    0.000155072     3.7855e-08    0.000155072     3.7855e-08    1.15649e-05    1.11564e-08    4.84992e-05    8.95027e-09   -4.84992e-05    8.95027e-09        2.23987  10000000         1
      0.25     -0.0701331    5.84708e-05       0.131395     3.8755e-05      0.0151789    4.88327e-05     -0.0733465    1.90169e-05    -0.00194566    1.19208e-05      0.0192359    1.40139e-05     -0.0192359    1.40139e-05      0.0515003    1.51391e-05      0.0515003    1.51391e-05     0.00391429    3.81315e-06      0.0161871    4.03981e-06     -0.0161871    4.03981e-06     0.00296246    4.83788e-07   -0.000103883     8.4931e-08    0.000389252    9.56064e-08    4.49669e-05    1.44479e-07   -0.000108643    2.18786e-08   -5.76394e-06    3.53023e-08    5.69857e-05    4.04591e-08   -5.69857e-05    4.04591e-08    0.000152568    3.72916e-08    0.000152568    3.72916e-08     1.1596e-05    1.11365e-08    4.79536e-05    9.04994e-09   -4.79536e-05    9.04994e-09        2.21227  10000000         1
     0.251     -0.0706416     5.8804e-05       0.131131     3.8672e-05      0.0160353    4.97704e-05     -0.0736668     1.9394e-05    -0.00181618    1.18064e-05      0.0193303    1.40619e-05     -0.0193303    1.40619e-05      0.0514597    1.51539e-05      0.0514597    1.51539e-05     0.00398501    3.85753e-06      0.0162547     4.1199e-06     -0.0162547     4.1199e-06     0.00291698    4.80915e-07    -0.00010303    8.40662e-08    0.000382506    9.35317e-08    4.67748e-05    1.44974e-07   -0.000107442    2.20527e-08   -5.29776e-06    3.44281e-08    5.63863e-05    3.99512e-08   -5.63863e-05    3.99512e-08    0.000150107    3.66268e-08    0.000150107    3.66268e-08    1.16242e-05     1.1088e-08    4.74148e-05    9.12781e-09   -4.74148e-05    9.12781e-09        2.22446  10000000         1
     0.252     -0.0711482    6.05134e-05       0.130867    4.08324e-05       0.016899    5.09936e-05     -0.0739865    2.04375e-05    -0.00168646    1.19457e-05      0.0194244    1.44931e-05     -0.0194244    1.44931e-05      0.0514187    1.59338e-05      0.0514187    1.59338e-05     0.00405625    3.95076e-06      0.0163223    4.35582e-06     -0.0163223    4.35582e-06     0.00287232     5.1034e-07    -0.00010218    8.49894e-08    0.000375891    9.64105e-08    4.85394e-05    1.46216e-07   -0.000106256    2.24741e-08   -4.84405e-06    3.43011e-08     5.5793e-05    4.04312e-08    -5.5793e-05    4.04312e-08    0.000147691     3.7497e-08    0.000147691     3.7497e-08    1.16508e-05    1.11574e-08    4.68828e-05    9.33513e-09   -4.68828e-05    9.33513e-09        2.20915  10000000         1
     0.253     -0.0716516    5.90194e-05       0.130604    3.78542e-05      0.0177671    5.15033e-05     -0.0743062    1.98475e-05    -0.00155726    1.15757e-05      0.0195178    1.40422e-05     -0.0195178    1.40422e-05      0.0513774     1.4964e-05      0.0513774     1.4964e-05     0.00412765    3.93665e-06      0.0163898    4.21206e-06     -0.0163898    4.21206e-06     0.00282844     4.6481e-07   -0.000101331    8.17884e-08    0.000369405    8.81954e-08    5.02532e-05    1.45439e-07   -0.000105085    2.21276e-08   -4.40461e-06     3.2733e-08    5.52048e-05    3.86676e-08   -5.52048e-05    3.86676e-08    0.000145318    3.49441e-08    0.000145318    3.49441e-08    1.16748e-05     1.0968e-08    4.63575e-05    9.15951e-09   -4.63575e-05    9.15951e-09        2.22743  10000000         1
     0.254     -0.0721522    5.97544e-05        0.13034    3.85676e-05      0.0186421    5.25384e-05     -0.0746255     2.0528e-05     -0.0014274    1.15579e-05      0.0196105    1.41985e-05     -0.0196105    1.41985e-05      0.0513355    1.52775e-05      0.0513355    1.52775e-05     0.00419957    4.00607e-06      0.0164572    4.36222e-06     -0.0164572    4.36222e-06     0.00278532    4.74083e-07   -0.000100483    8.14411e-08     0.00036304     8.7872e-08    5.19243e-05    1.46069e-07   -0.000103928    2.24586e-08   -3.97577e-06    3.21855e-08    5.46216e-05     3.8439e-08   -5.46216e-05     3.8439e-08    0.000142986    3.49062e-08    0.000142986    3.49062e-08    1.16972e-05    1.09791e-08    4.58387e-05    9.31419e-09   -4.58387e-05    9.31419e-09        2.33876  10000000         1
     0.255     -0.0726502    6.02615e-05       0.130078     3.8962e-05      0.0195224    5.35569e-05     -0.0749446    2.10797e-05    -0.00129823    1.15187e-05      0.0197027    1.42962e-05     -0.0197027    1.42962e-05      0.0512934    1.54804e-05      0.0512934    1.54804e-05      0.0042717    4.06683e-06      0.0165246    4.48289e-06     -0.0165246    4.48289e-06     0.00274296    4.78026e-07   -9.96382e-05    8.08026e-08    0.000356797    8.69197e-08     5.3549e-05    1.46607e-07   -0.000102785    2.26923e-08   -3.56098e-06    3.15892e-08    5.40437e-05     3.8066e-08   -5.40437e-05     3.8066e-08    0.000140695    3.46673e-08    0.000140695    3.46673e-08    1.17171e-05    1.09666e-08    4.53264e-05    9.42354e-09   -4.53264e-05    9.42354e-09        2.32945  10000000         1
     0.256     -0.0731455    6.08446e-05       0.129815    3.95187e-05      0.0204089    5.45985e-05     -0.0752634    2.16737e-05    -0.00116886      1.149e-05      0.0197944    1.44143e-05     -0.0197944    1.44143e-05      0.0512508    1.57432e-05      0.0512508    1.57432e-05     0.00434422    4.13013e-06       0.016592    4.61408e-06      -0.016592    4.61408e-06     0.00270133    4.83884e-07   -9.87952e-05    8.02527e-08    0.000350674     8.6316e-08    5.51311e-05    1.47158e-07   -0.000101656    2.29212e-08   -3.15748e-06    3.10332e-08    5.34711e-05    3.77415e-08   -5.34711e-05    3.77415e-08    0.000138445    3.45482e-08    0.000138445    3.45482e-08    1.17352e-05     1.0957e-08    4.48204e-05    9.53401e-09   -4.48204e-05    9.53401e-09        2.22205  10000000         1
     0.257     -0.0736386    6.17081e-05       0.129553    4.05365e-05      0.0213013    5.57474e-05     -0.0755819    2.24728e-05    -0.00103954    1.15264e-05      0.0198855    1.46078e-05     -0.0198855    1.46078e-05      0.0512078    1.61756e-05      0.0512078    1.61756e-05     0.00441712    4.21062e-06      0.0166592    4.79092e-06     -0.0166592    4.79092e-06     0.00266044    4.95701e-07   -9.79554e-05    8.00305e-08    0.000344667    8.66391e-08    5.66708e-05    1.47936e-07    -0.00010054    2.32961e-08   -2.76563e-06    3.06609e-08    5.29042e-05    3.75922e-08   -5.29042e-05    3.75922e-08    0.000136235    3.47506e-08    0.000136235    3.47506e-08    1.17515e-05     1.0986e-08    4.43208e-05    9.70899e-09   -4.43208e-05    9.70899e-09        2.22558  10000000         1
     0.258     -0.0741287    6.22966e-05       0.129291    4.11411e-05      0.0221997    5.67897e-05     -0.0759002    2.30928e-05   -0.000910233    1.15094e-05       0.019976    1.47289e-05      -0.019976    1.47289e-05      0.0511644     1.6461e-05      0.0511644     1.6461e-05     0.00449037    4.27427e-06      0.0167264    4.92671e-06     -0.0167264    4.92671e-06     0.00262025    5.00932e-07   -9.71177e-05    7.94763e-08    0.000338774    8.61754e-08    5.81687e-05    1.48387e-07   -9.94386e-05    2.35359e-08   -2.38503e-06     3.0154e-08    5.23421e-05    3.72735e-08   -5.23421e-05    3.72735e-08    0.000134063    3.46911e-08    0.000134063    3.46911e-08    1.17659e-05    1.09714e-08    4.38274e-05    9.82054e-09   -4.38274e-05    9.82054e-09        2.20857  10000000         1
     0.259     -0.0746161    6.28392e-05       0.129029    4.17005e-05      0.0231038    5.78004e-05      -0.076218    2.36834e-05   -0.000780788    1.14968e-05       0.020066    1.48395e-05      -0.020066    1.48395e-05      0.0511205    1.67292e-05      0.0511205    1.67292e-05     0.00456397    4.33627e-06      0.0167935     5.0557e-06     -0.0167935     5.0557e-06     0.00258076    5.05022e-07   -9.62831e-05    7.88671e-08    0.000332993    8.56486e-08    5.96253e-05    1.48712e-07   -9.83501e-05     2.3739e-08   -2.01503e-06    2.96678e-08    5.17855e-05    3.69321e-08   -5.17855e-05    3.69321e-08     0.00013193    3.46047e-08     0.00013193    3.46047e-08    1.17785e-05    1.09509e-08    4.33401e-05    9.91509e-09   -4.33401e-05    9.91509e-09        2.22449  10000000         1
      0.26     -0.0751028     6.4931e-05       0.128768    4.46628e-05      0.0240141    5.90713e-05     -0.0765353    2.50036e-05   -0.000651739    1.17128e-05      0.0201558     1.5374e-05     -0.0201558     1.5374e-05      0.0510763    1.78215e-05      0.0510763    1.78215e-05     0.00463789    4.44428e-06      0.0168605    5.35404e-06     -0.0168605    5.35404e-06     0.00254196    5.38377e-07   -9.54541e-05    8.00114e-08    0.000327322    8.99067e-08    6.10427e-05    1.49599e-07   -9.72748e-05     2.4196e-08   -1.65669e-06    2.97714e-08    5.12352e-05    3.75432e-08   -5.12352e-05    3.75432e-08    0.000129834    3.60009e-08    0.000129834    3.60009e-08    1.17893e-05    1.10178e-08    4.28588e-05    1.01404e-08   -4.28588e-05    1.01404e-08        2.21802  10000000         1
     0.261     -0.0755837    6.39494e-05       0.128506    4.29727e-05      0.0249307    5.94951e-05     -0.0768531    2.46471e-05    -0.00052135     1.1512e-05      0.0202445    1.50887e-05     -0.0202445    1.50887e-05      0.0510315    1.72667e-05      0.0510315    1.72667e-05      0.0047124    4.43413e-06      0.0169276    5.26656e-06     -0.0169276    5.26656e-06     0.00250379    5.11113e-07   -9.46228e-05    7.76927e-08    0.000321751    8.52209e-08    6.24212e-05    1.48417e-07   -9.62119e-05    2.37976e-08   -1.30535e-06    2.88225e-08    5.06878e-05    3.63343e-08   -5.06878e-05    3.63343e-08    0.000127772    3.44777e-08    0.000127772    3.44777e-08    1.17989e-05    1.08377e-08    4.23832e-05    9.95107e-09   -4.23832e-05    9.95107e-09        2.21447  10000000         1
