        xB    <dsig|+1,0>         err[1]    <dsig|+2,0>         err[2]      <ALL|0,0>         err[3]     <ALL|+1,0>         err[4]   <dsig|0,+1>          err[5]   <dsig|+1,-1>         err[6]   <dsig|+1,+1>         err[7]  <dsig|+2,+1>          err[8]  <dsig|+2,-1>          err[9]     <ALL|0,+1>        err[10]    <ALL|+1,-1>        err[11]    <ALL|+1,+1>        err[12]           AUzi        err[13]        AUcfqzi        err[14]       AUc2fqzi        err[15]           ALzi        err[16]        ALcfqzi        err[17]       BUcf12zi        err[18]    BUcfqmf12zi        err[19]    BUcfqpf12zi        err[20]   BUc2fqmf12zi        err[21]   BUc2fqpf12zi        err[22]       BLcf12zi        err[23]    BLcfqmf12zi        err[24]    BLcfqpf12zi        err[25]        time[s]     neval      fail
      0.84     -0.0715077    1.17639e-05     0.00891438    1.88125e-06       0.930536    0.000176492     -0.0716764    1.16815e-05      0.0800614    2.12986e-05      0.0161606    2.69671e-06     -0.0161606    2.69671e-06      0.0036092    8.35252e-07      0.0036092    8.35252e-07      0.0801037     2.0405e-05      0.0160919    2.58414e-06     -0.0160919    2.58414e-06    1.59228e-06     2.0754e-10     -5.693e-08    5.71438e-12    1.41942e-08    2.35585e-12    1.48167e-06     2.0415e-10   -5.70644e-08    5.58303e-12     1.2748e-07    2.95638e-11    2.57321e-08    2.68114e-12   -2.57321e-08    2.68114e-12    5.74684e-09    1.09895e-12    5.74684e-09    1.09895e-12    1.27547e-07     2.7915e-11    2.56227e-08     2.4035e-12   -2.56227e-08     2.4035e-12        1.91089  10000000         1
     0.841     -0.0711307    1.10478e-05     0.00881245    1.79672e-06       0.931416    0.000166234     -0.0713024    1.09879e-05      0.0802361    1.93658e-05      0.0160809    2.50867e-06     -0.0160809    2.50867e-06     0.00356301    8.01737e-07     0.00356301    8.01737e-07      0.0802796     1.8557e-05      0.0160142     2.4077e-06     -0.0160142     2.4077e-06      1.562e-06    1.91009e-10   -5.55529e-08    5.31971e-12     1.3765e-08    2.24564e-12    1.45487e-06     1.8913e-10    -5.5687e-08    5.22209e-12    1.25328e-07    2.60795e-11    2.51184e-08    2.43314e-12   -2.51184e-08    2.43314e-12    5.56541e-09    1.05124e-12    5.56541e-09    1.05124e-12    1.25396e-07    2.45977e-11     2.5014e-08    2.18796e-12    -2.5014e-08    2.18796e-12        1.87885  10000000         1
     0.842     -0.0707515    1.16412e-05     0.00871091    1.84545e-06        0.93229    0.000175238     -0.0709261    1.15588e-05      0.0804143    2.08221e-05       0.016001    2.66465e-06      -0.016001    2.66465e-06     0.00351705    8.17044e-07     0.00351705    8.17044e-07      0.0804587     1.9978e-05       0.015936    2.55597e-06      -0.015936    2.55597e-06    1.53217e-06    1.97937e-10   -5.42016e-08    5.52292e-12    1.33466e-08      2.241e-12    1.42842e-06    1.95028e-10   -5.43353e-08    5.39797e-12    1.23208e-07    2.76487e-11    2.45162e-08     2.5763e-12   -2.45162e-08     2.5763e-12    5.38871e-09    1.04043e-12    5.38871e-09    1.04043e-12    1.23276e-07    2.61404e-11    2.44167e-08    2.32091e-12   -2.44167e-08    2.32091e-12        1.95729  10000000         1
     0.843     -0.0703722    1.15563e-05     0.00860999    1.82671e-06       0.933159    0.000174377     -0.0705496    1.14809e-05      0.0805925    2.07192e-05       0.015921    2.63068e-06      -0.015921    2.63068e-06     0.00347141    8.08268e-07     0.00347141    8.08268e-07      0.0806379    1.98874e-05      0.0158579    2.52854e-06     -0.0158579    2.52854e-06    1.50274e-06     1.9307e-10   -5.28755e-08    5.40794e-12    1.29386e-08    2.18451e-12    1.40229e-06    1.90282e-10   -5.30088e-08     5.2945e-12    1.21109e-07    2.69688e-11    2.39251e-08    2.48585e-12   -2.39251e-08    2.48585e-12    5.21663e-09    1.01296e-12    5.21663e-09    1.01296e-12    1.21178e-07      2.551e-11    2.38302e-08    2.25037e-12   -2.38302e-08    2.25037e-12        2.04395  10000000         1
     0.844     -0.0699915    1.16752e-05     0.00850957     1.8176e-06       0.934022    0.000177153     -0.0701717    1.15866e-05       0.080772    2.09058e-05      0.0158406    2.66823e-06     -0.0158406    2.66823e-06     0.00342605    8.01462e-07     0.00342605    8.01462e-07      0.0808184    2.00971e-05      0.0157793    2.56227e-06     -0.0157793    2.56227e-06    1.47373e-06    1.92411e-10   -5.15742e-08    5.35453e-12    1.25408e-08    2.11996e-12    1.37649e-06    1.89373e-10   -5.17069e-08    5.22672e-12    1.19036e-07    2.66023e-11    2.33447e-08     2.4845e-12   -2.33447e-08     2.4845e-12    5.04906e-09    9.80064e-13    5.04906e-09    9.80064e-13    1.19104e-07    2.52069e-11    2.32544e-08    2.24519e-12   -2.32544e-08    2.24519e-12        2.14384  10000000         1
     0.845     -0.0696108    1.26006e-05      0.0084098    1.93462e-06       0.934879    0.000187476     -0.0697937    1.24935e-05      0.0809516    2.19236e-05      0.0157603    2.86072e-06     -0.0157603    2.86072e-06     0.00338103     8.4737e-07     0.00338103     8.4737e-07       0.080999    2.11223e-05      0.0157008    2.75184e-06     -0.0157008    2.75184e-06     1.4451e-06    2.00095e-10   -5.02971e-08    5.86432e-12     1.2153e-08    2.23255e-12    1.35099e-06     1.9597e-10   -5.04292e-08    5.72118e-12    1.16983e-07    2.72279e-11    2.27751e-08    2.67303e-12   -2.27751e-08    2.67303e-12    4.88591e-09    1.02068e-12    4.88591e-09    1.02068e-12    1.17051e-07    2.58654e-11    2.26892e-08      2.438e-12   -2.26892e-08      2.438e-12        2.29779  10000000         1
     0.846      -0.069225    1.19111e-05        0.00831    1.84785e-06       0.935738    0.000183978     -0.0694118    1.18546e-05      0.0811348    2.22504e-05      0.0156786    2.71138e-06     -0.0156786    2.71138e-06     0.00333611    8.14614e-07     0.00333611    8.14614e-07      0.0811827    2.14135e-05      0.0156212    2.61297e-06     -0.0156212    2.61297e-06    1.41678e-06    1.91833e-10   -4.90381e-08    5.20645e-12    1.17734e-08    2.07668e-12    1.32573e-06    1.88995e-10   -4.91705e-08    5.11809e-12     1.1495e-07    2.74135e-11     2.2213e-08    2.38964e-12    -2.2213e-08    2.38964e-12    4.72651e-09    9.60435e-13    4.72651e-09    9.60435e-13    1.15018e-07    2.60358e-11    2.21317e-08    2.17365e-12   -2.21317e-08    2.17365e-12        2.46786  10000000         1
     0.847     -0.0688464    1.10686e-05     0.00821187    1.71114e-06       0.936577    0.000172728     -0.0690345     1.1014e-05      0.0813149    2.06707e-05      0.0155991     2.5192e-06     -0.0155991     2.5192e-06     0.00329186    7.54196e-07     0.00329186    7.54196e-07      0.0813642    1.98811e-05      0.0155431    2.42644e-06     -0.0155431    2.42644e-06    1.38905e-06    1.76228e-10   -4.78156e-08    4.72189e-12    1.14067e-08    1.88553e-12    1.30095e-06    1.74138e-10   -4.79463e-08    4.63826e-12    1.12951e-07    2.48812e-11    2.16679e-08    2.16521e-12   -2.16679e-08    2.16521e-12    4.57256e-09    8.72335e-13    4.57256e-09    8.72335e-13    1.13019e-07    2.36018e-11    2.15902e-08    1.96396e-12   -2.15902e-08    1.96396e-12        2.92297  10000000         1
     0.848     -0.0684625     1.0508e-05      0.0081137    1.63784e-06       0.937417    0.000165949     -0.0686531    1.04805e-05      0.0814991    1.96083e-05      0.0155182    2.37557e-06     -0.0155182    2.37557e-06      0.0032477    7.25044e-07      0.0032477    7.25044e-07      0.0815492    1.88611e-05       0.015464    2.29149e-06      -0.015464    2.29149e-06    1.36163e-06    1.65563e-10   -4.66103e-08    4.36579e-12    1.10479e-08    1.78015e-12    1.27641e-06    1.64229e-10   -4.67401e-08    4.31425e-12    1.10972e-07    2.30387e-11      2.113e-08    1.96519e-12     -2.113e-08    1.96519e-12    4.42216e-09    8.27964e-13    4.42216e-09    8.27964e-13     1.1104e-07    2.18464e-11    2.10562e-08    1.78339e-12   -2.10562e-08    1.78339e-12        3.33061  10000000         1
     0.849     -0.0680792    1.06959e-05     0.00801624    1.65065e-06       0.938251    0.000168963     -0.0682723    1.06504e-05      0.0816825    1.96834e-05      0.0154373    2.42667e-06     -0.0154373    2.42667e-06      0.0032039    7.27327e-07      0.0032039    7.27327e-07      0.0817336    1.89448e-05      0.0153848    2.33751e-06     -0.0153848    2.33751e-06    1.33456e-06    1.65188e-10    -4.5428e-08    4.39566e-12    1.06982e-08    1.76048e-12    1.25216e-06    1.63785e-10   -4.55569e-08    4.32549e-12     1.0901e-07    2.25385e-11    2.06021e-08    1.99634e-12   -2.06021e-08    1.99634e-12    4.27581e-09    8.13688e-13    4.27581e-09    8.13688e-13    1.09079e-07    2.13762e-11     2.0532e-08    1.80914e-12    -2.0532e-08    1.80914e-12         2.7609  10000000         1
      0.85     -0.0676942    1.10955e-05     0.00791923      1.671e-06        0.93908    0.000178159     -0.0678896    1.10338e-05       0.081868    2.11051e-05      0.0153562    2.54391e-06     -0.0153562    2.54391e-06     0.00316035    7.30807e-07     0.00316035    7.30807e-07      0.0819199    2.03339e-05      0.0153053    2.45002e-06     -0.0153053    2.45002e-06    1.30791e-06    1.70842e-10   -4.42689e-08    4.38309e-12    1.03576e-08     1.7164e-12    1.22823e-06    1.68989e-10   -4.43967e-08    4.29349e-12    1.07076e-07    2.37977e-11    2.00844e-08    2.04637e-12   -2.00844e-08    2.04637e-12    4.13345e-09    7.88729e-13    4.13345e-09    7.88729e-13    1.07144e-07    2.26146e-11     2.0018e-08    1.85232e-12    -2.0018e-08    1.85232e-12        2.57172  10000000         1
     0.851     -0.0673081    1.10218e-05     0.00782274    1.64895e-06       0.939903    0.000177605     -0.0675058    1.09846e-05      0.0820552    2.12987e-05      0.0152747    2.52293e-06     -0.0152747    2.52293e-06      0.0031171    7.21437e-07      0.0031171    7.21437e-07      0.0821079    2.05411e-05      0.0152256    2.43393e-06     -0.0152256    2.43393e-06    1.28163e-06    1.67011e-10   -4.31322e-08    4.27722e-12    1.00259e-08    1.66113e-12    1.20461e-06    1.64839e-10   -4.32589e-08    4.21569e-12    1.05165e-07    2.36078e-11    1.95766e-08    1.98683e-12   -1.95766e-08    1.98683e-12    3.99498e-09    7.64137e-13    3.99498e-09    7.64137e-13    1.05232e-07    2.24728e-11    1.95136e-08    1.80685e-12   -1.95136e-08    1.80685e-12        2.44591  10000000         1
     0.852     -0.0669219    1.37448e-05     0.00772691     1.9775e-06        0.94072    0.000213044      -0.067122     1.3605e-05       0.082243    2.41907e-05      0.0151933    3.14355e-06     -0.0151933    3.14355e-06     0.00307418    8.50961e-07     0.00307418    8.50961e-07      0.0822965    2.34934e-05      0.0151458    3.02691e-06     -0.0151458    3.02691e-06    1.25571e-06    1.97462e-10   -4.20174e-08    5.55129e-12    9.70279e-09    1.95913e-12    1.18128e-06    1.92517e-10   -4.21431e-08    5.38968e-12    1.03274e-07    2.56711e-11    1.90785e-08    2.56542e-12   -1.90785e-08    2.56542e-12    3.86029e-09    8.79397e-13    3.86029e-09    8.79397e-13    1.03341e-07    2.46217e-11    1.90189e-08    2.34576e-12   -1.90189e-08    2.34576e-12        2.35235  10000000         1
     0.853     -0.0665349    1.08134e-05     0.00763161    1.59852e-06       0.941532    0.000176485     -0.0667372    1.07845e-05      0.0824308    2.13695e-05      0.0151117    2.47389e-06     -0.0151117    2.47389e-06     0.00303156    6.97804e-07     0.00303156    6.97804e-07      0.0824852    2.06287e-05      0.0150659     2.3896e-06     -0.0150659     2.3896e-06    1.23018e-06    1.59083e-10   -4.09251e-08    4.02874e-12    9.38829e-09    1.54696e-12    1.15826e-06    1.57168e-10   -4.10495e-08    3.97788e-12    1.01405e-07    2.27843e-11    1.85902e-08    1.86617e-12   -1.85902e-08    1.86617e-12    3.72937e-09     7.1015e-13    3.72937e-09     7.1015e-13    1.01472e-07    2.17212e-11    1.85338e-08    1.70213e-12   -1.85338e-08    1.70213e-12        2.31514  10000000         1
     0.854     -0.0661475    1.07613e-05     0.00753695     1.5803e-06       0.942338    0.000176665      -0.066352    1.07229e-05      0.0826193    2.16289e-05        0.01503     2.4661e-06       -0.01503     2.4661e-06     0.00298926    6.88487e-07     0.00298926    6.88487e-07      0.0826746    2.08912e-05      0.0149858    2.38012e-06     -0.0149858    2.38012e-06    1.20501e-06    1.55962e-10    -3.9854e-08    3.92827e-12    9.08207e-09    1.49816e-12    1.13552e-06     1.5401e-10   -3.99773e-08    3.86872e-12    9.95567e-08    2.26548e-11    1.81113e-08    1.82644e-12   -1.81113e-08    1.82644e-12    3.60207e-09    6.86247e-13    3.60207e-09    6.86247e-13    9.96233e-08    2.16212e-11     1.8058e-08    1.66226e-12    -1.8058e-08    1.66226e-12         2.2689  10000000         1
     0.855     -0.0657583    1.05566e-05     0.00744267    1.54746e-06       0.943139    0.000174558     -0.0659652    1.05212e-05      0.0828098    2.11155e-05       0.014948    2.41146e-06      -0.014948    2.41146e-06      0.0029472    6.73917e-07      0.0029472    6.73917e-07      0.0828658    2.04002e-05      0.0149054     2.3289e-06     -0.0149054     2.3289e-06    1.18018e-06    1.50697e-10   -3.88034e-08    3.77561e-12    8.78371e-09    1.44131e-12    1.11308e-06     1.4913e-10   -3.89255e-08    3.72024e-12    9.77306e-08    2.15705e-11    1.76413e-08    1.73934e-12   -1.76413e-08    1.73934e-12    3.47823e-09    6.59787e-13    3.47823e-09    6.59787e-13    9.77968e-08    2.05843e-11    1.75911e-08    1.58399e-12   -1.75911e-08    1.58399e-12        2.26102  10000000         1
     0.856     -0.0653703     1.0814e-05     0.00734926    1.55969e-06       0.943932    0.000179685     -0.0655789    1.07623e-05      0.0830013    2.18436e-05      0.0148663    2.49476e-06     -0.0148663    2.49476e-06     0.00290554    6.75663e-07     0.00290554    6.75663e-07      0.0830581    2.11211e-05      0.0148252     2.4035e-06     -0.0148252     2.4035e-06    1.15576e-06    1.52034e-10   -3.77761e-08    3.78932e-12    8.49395e-09    1.41457e-12    1.09095e-06    1.50108e-10   -3.78966e-08    3.71866e-12    9.59293e-08    2.18659e-11    1.71818e-08     1.7903e-12   -1.71818e-08     1.7903e-12    3.35809e-09    6.43951e-13    3.35809e-09    6.43951e-13    9.59949e-08     2.0891e-11    1.71343e-08    1.62366e-12   -1.71343e-08    1.62366e-12        2.25704  10000000         1
     0.857     -0.0649725    1.12401e-05     0.00725493    1.61636e-06       0.944732    0.000187963     -0.0651859    1.11879e-05      0.0831951    2.24932e-05      0.0147818    2.58498e-06     -0.0147818    2.58498e-06     0.00286366    6.99609e-07     0.00286366    6.99609e-07      0.0832521    2.17815e-05       0.014743    2.49387e-06      -0.014743    2.49387e-06    1.13144e-06    1.55561e-10   -3.67561e-08    3.85939e-12     8.2085e-09    1.43905e-12     1.0689e-06    1.53719e-10   -3.68769e-08    3.78837e-12      9.413e-08    2.19132e-11    1.67247e-08    1.80736e-12   -1.67247e-08    1.80736e-12    3.24006e-09    6.54313e-13    3.24006e-09    6.54313e-13    9.41945e-08    2.09672e-11    1.66808e-08    1.64376e-12   -1.66808e-08    1.64376e-12        2.27445  10000000         1
     0.858     -0.0645891    1.07674e-05     0.00716373    1.52922e-06       0.945504    0.000180736     -0.0648016    1.07334e-05      0.0833903      2.216e-05      0.0147016    2.46718e-06     -0.0147016    2.46718e-06     0.00282299    6.60543e-07     0.00282299    6.60543e-07      0.0834485     2.1459e-05      0.0146636    2.38705e-06     -0.0146636    2.38705e-06    1.10795e-06     1.4651e-10   -3.57808e-08    3.63224e-12    7.93706e-09    1.33008e-12    1.04757e-06    1.44601e-10   -3.58985e-08    3.58068e-12    9.23924e-08    2.12965e-11    1.62887e-08    1.68306e-12   -1.62887e-08    1.68306e-12    3.12774e-09    6.03774e-13    3.12774e-09    6.03774e-13    9.24569e-08    2.03913e-11    1.62466e-08    1.54246e-12   -1.62466e-08    1.54246e-12        77.4199  10000000         1
     0.859      -0.064198     1.0801e-05     0.00707188    1.51955e-06       0.946281     0.00018154     -0.0644125    1.07632e-05      0.0835848    2.22505e-05      0.0146192    2.47215e-06     -0.0146192    2.47215e-06      0.0027822    6.54672e-07      0.0027822    6.54672e-07      0.0836438    2.15636e-05      0.0145827    2.39347e-06     -0.0145827    2.39347e-06    1.08456e-06    1.44014e-10   -3.48134e-08    3.59679e-12     7.6699e-09    1.29569e-12     1.0263e-06    1.42108e-10   -3.49297e-08    3.54324e-12     9.0653e-08    2.09154e-11    1.58554e-08     1.6602e-12   -1.58554e-08     1.6602e-12    3.01747e-09    5.86178e-13    3.01747e-09    5.86178e-13     9.0717e-08    2.00462e-11    1.58159e-08    1.52579e-12   -1.58159e-08    1.52579e-12        2.14205  10000000         1
      0.86     -0.0638054    1.11805e-05     0.00698051    1.53867e-06       0.947053    0.000192835     -0.0640217     1.1146e-05      0.0837822    2.41012e-05      0.0145364    2.60335e-06     -0.0145364    2.60335e-06     0.00274167    6.58478e-07     0.00274167    6.58478e-07      0.0838418    2.33686e-05      0.0145015    2.51828e-06     -0.0145015    2.51828e-06    1.06154e-06    1.49871e-10   -3.38661e-08    3.51497e-12     7.4101e-09    1.25435e-12    1.00534e-06    1.47503e-10   -3.39809e-08    3.46158e-12    8.89383e-08    2.22912e-11     1.5431e-08     1.7003e-12    -1.5431e-08     1.7003e-12     2.9104e-09    5.65479e-13     2.9104e-09    5.65479e-13    8.90016e-08    2.13889e-11    1.53939e-08    1.55655e-12   -1.53939e-08    1.55655e-12        1.91291  10000000         1
     0.861     -0.0634025    1.05272e-05     0.00688836    1.49498e-06       0.947832    0.000181678     -0.0636239    1.05127e-05      0.0839812     2.1584e-05      0.0144508    2.39656e-06     -0.0144508    2.39656e-06     0.00270099    6.46503e-07     0.00270099    6.46503e-07      0.0840409    2.09304e-05       0.014418    2.32095e-06      -0.014418    2.32095e-06    1.03858e-06    1.37513e-10   -3.29243e-08     3.2986e-12    7.15412e-09    1.23024e-12    9.84401e-07    1.36436e-10   -3.30393e-08    3.26581e-12    8.72213e-08    1.92131e-11    1.50083e-08    1.49882e-12   -1.50083e-08    1.49882e-12    2.80519e-09    5.59363e-13    2.80519e-09    5.59363e-13    8.72834e-08    1.84115e-11    1.49743e-08    1.37097e-12   -1.49743e-08    1.37097e-12        2.12432  10000000         1
     0.862     -0.0630197      9.946e-06     0.00679966    1.40058e-06       0.948579     0.00017205     -0.0632395    9.92465e-06       0.084179    2.02771e-05      0.0143708    2.26106e-06     -0.0143708    2.26106e-06     0.00266161    6.04159e-07     0.00266161    6.04159e-07      0.0842401    1.96563e-05      0.0143388    2.19045e-06     -0.0143388    2.19045e-06    1.01649e-06    1.27332e-10   -3.20295e-08    3.07496e-12     6.9118e-09    1.13015e-12    9.64223e-07    1.26478e-10   -3.21412e-08    3.03864e-12    8.55673e-08    1.76052e-11    1.46078e-08    1.39068e-12   -1.46078e-08    1.39068e-12     2.7055e-09    5.12142e-13     2.7055e-09    5.12142e-13    8.56294e-08    1.68572e-11    1.45753e-08    1.27442e-12   -1.45753e-08    1.27442e-12        2.05297  10000000         1
     0.863     -0.0626259    1.02025e-05      0.0067101    1.40969e-06       0.949333    0.000177515     -0.0628473    1.01703e-05      0.0843789    2.15047e-05      0.0142879    2.34325e-06     -0.0142879    2.34325e-06     0.00262202    6.04979e-07     0.00262202    6.04979e-07      0.0844406    2.08642e-05      0.0142573    2.26692e-06     -0.0142573    2.26692e-06    9.94477e-07    1.28705e-10     -3.114e-08    3.08124e-12    6.67304e-09     1.1043e-12     9.4409e-07    1.27419e-10   -3.12501e-08     3.0359e-12    8.39129e-08    1.84233e-11     1.4209e-08    1.43133e-12    -1.4209e-08    1.43133e-12    2.60754e-09    4.98079e-13    2.60754e-09    4.98079e-13    8.39743e-08     1.7675e-11    1.41786e-08    1.30963e-12   -1.41786e-08    1.30963e-12        2.11723  10000000         1
     0.864     -0.0622306    9.92653e-06     0.00662105     1.3729e-06       0.950082    0.000174607     -0.0624537    9.91106e-06      0.0845822    2.07387e-05      0.0142046    2.26359e-06     -0.0142046    2.26359e-06     0.00258273    5.89591e-07     0.00258273    5.89591e-07      0.0846445    2.01271e-05      0.0141754    2.19468e-06     -0.0141754    2.19468e-06    9.72799e-07    1.23612e-10   -3.02689e-08    2.91869e-12    6.44095e-09    1.05539e-12    9.24239e-07    1.22716e-10   -3.03774e-08    2.88788e-12    8.22815e-08     1.7254e-11    1.38182e-08    1.32886e-12   -1.38182e-08    1.32886e-12    2.51248e-09    4.76486e-13    2.51248e-09    4.76486e-13    8.23421e-08    1.65496e-11    1.37898e-08    1.21974e-12   -1.37898e-08    1.21974e-12        1.94231  10000000         1
     0.865     -0.0618341    1.01596e-05     0.00653249     1.3755e-06       0.950825    0.000179333     -0.0620587    1.01225e-05      0.0847866    2.15683e-05      0.0141211     2.3398e-06     -0.0141211     2.3398e-06      0.0025437    5.87292e-07      0.0025437    5.87292e-07      0.0848494    2.09639e-05      0.0140933    2.26394e-06     -0.0140933    2.26394e-06     9.5147e-07    1.24328e-10   -2.94166e-08    2.93011e-12    6.21547e-09    1.02626e-12    9.04682e-07    1.23045e-10   -2.95235e-08    2.88229e-12    8.06719e-08    1.76073e-11    1.34358e-08    1.36891e-12   -1.34358e-08    1.36891e-12    2.42025e-09    4.60686e-13    2.42025e-09    4.60686e-13    8.07317e-08    1.69286e-11    1.34094e-08    1.25294e-12   -1.34094e-08    1.25294e-12        1.91101  10000000         1
     0.866     -0.0614385    1.06885e-05     0.00644467    1.41415e-06       0.951562    0.000190825     -0.0616646    1.06309e-05      0.0849905    2.32265e-05      0.0140377    2.49897e-06     -0.0140377    2.49897e-06     0.00250505    5.98475e-07     0.00250505    5.98475e-07      0.0850541    2.25859e-05      0.0140113    2.41392e-06     -0.0140113    2.41392e-06    9.30436e-07    1.29509e-10   -2.85823e-08    2.98293e-12    5.99635e-09    1.01718e-12    8.85368e-07    1.27817e-10   -2.86875e-08    2.91812e-12    7.90782e-08    1.85977e-11    1.30611e-08    1.44952e-12   -1.30611e-08    1.44952e-12    2.33079e-09    4.52572e-13    2.33079e-09    4.52572e-13    7.91373e-08    1.78965e-11    1.30366e-08    1.32355e-12   -1.30366e-08    1.32355e-12        1.91559  10000000         1
     0.867     -0.0610408    1.01193e-05      0.0063573    1.35166e-06       0.952294    0.000180604     -0.0612683     1.0102e-05      0.0851986    2.19436e-05      0.0139539    2.31531e-06     -0.0139539    2.31531e-06     0.00246665    5.75383e-07     0.00246665    5.75383e-07      0.0852626    2.13414e-05      0.0139289    2.24806e-06     -0.0139289    2.24806e-06    9.09747e-07    1.19606e-10   -2.77658e-08    2.80389e-12    5.78354e-09    9.66396e-13    8.66347e-07    1.18417e-10   -2.78693e-08    2.77307e-12    7.75092e-08    1.71663e-11    1.26945e-08      1.285e-12   -1.26945e-08      1.285e-12    2.24403e-09    4.32391e-13    2.24403e-09    4.32391e-13    7.75674e-08    1.65213e-11    1.26718e-08    1.18626e-12   -1.26718e-08    1.18626e-12        1.89754  10000000         1
     0.868     -0.0606422    1.25175e-05     0.00627051    1.61016e-06        0.95302    0.000215129     -0.0608712    1.24077e-05      0.0854083    2.53915e-05      0.0138701    2.89561e-06     -0.0138701    2.89561e-06     0.00242855    6.72998e-07     0.00242855    6.72998e-07      0.0854728    2.48175e-05      0.0138464    2.79783e-06     -0.0138464    2.79783e-06    8.89384e-07     1.4007e-10   -2.69671e-08    3.59824e-12    5.57689e-09    1.13107e-12      8.476e-07    1.37071e-10   -2.70689e-08    3.50281e-12    7.59608e-08    1.91537e-11    1.23359e-08    1.69049e-12   -1.23359e-08    1.69049e-12    2.15991e-09    4.92496e-13    2.15991e-09    4.92496e-13    7.60182e-08    1.85432e-11    1.23148e-08    1.55894e-12   -1.23148e-08    1.55894e-12        1.99319  10000000         1
     0.869      -0.060244    9.67855e-06     0.00618432    1.28103e-06        0.95374    0.000177627     -0.0604743    9.66622e-06      0.0856166    2.17667e-05      0.0137861    2.22661e-06     -0.0137861    2.22661e-06     0.00239078    5.44903e-07     0.00239078    5.44903e-07      0.0856817    2.11838e-05      0.0137638    2.15898e-06     -0.0137638    2.15898e-06    8.69322e-07    1.12241e-10   -2.61857e-08    2.50346e-12    5.37616e-09    8.70831e-13    8.29107e-07    1.11286e-10   -2.62858e-08    2.47683e-12    7.44284e-08    1.63005e-11    1.19846e-08    1.16291e-12   -1.19846e-08    1.16291e-12    2.07835e-09    3.90359e-13    2.07835e-09    3.90359e-13     7.4485e-08     1.5705e-11    1.19651e-08    1.06583e-12   -1.19651e-08    1.06583e-12        1.89893  10000000         1
      0.87     -0.0598452    9.61224e-06     0.00609875    1.26828e-06       0.954455    0.000176017     -0.0600768    9.59672e-06      0.0858271     2.1031e-05       0.013702    2.19816e-06      -0.013702    2.19816e-06     0.00235333     5.3825e-07     0.00235333     5.3825e-07      0.0858929     2.0475e-05       0.013681    2.13447e-06      -0.013681    2.13447e-06     8.4957e-07    1.08566e-10   -2.54213e-08    2.47362e-12    5.18131e-09    8.50059e-13    8.10876e-07    1.07817e-10   -2.55197e-08    2.44605e-12    7.29161e-08    1.52453e-11    1.16408e-08    1.12901e-12   -1.16408e-08    1.12901e-12    1.99932e-09    3.79249e-13    1.99932e-09    3.79249e-13     7.2972e-08    1.46842e-11     1.1623e-08    1.04033e-12    -1.1623e-08    1.04033e-12        1.90185  10000000         1
     0.871      -0.059445    9.35422e-06      0.0060137    1.23255e-06       0.955163    0.000173629     -0.0596777    9.35463e-06      0.0860411    2.08483e-05      0.0136177    2.13563e-06     -0.0136177    2.13563e-06     0.00231615    5.23685e-07     0.00231615    5.23685e-07      0.0861073    2.03007e-05       0.013598    2.07596e-06      -0.013598    2.07596e-06    8.30141e-07    1.04559e-10   -2.46738e-08    2.32743e-12    4.99222e-09    8.07184e-13     7.9292e-07    1.03929e-10   -2.47705e-08    2.31137e-12    7.14263e-08    1.47851e-11    1.13046e-08    1.05627e-12   -1.13046e-08    1.05627e-12    1.92273e-09    3.61031e-13    1.92273e-09    3.61031e-13    7.14812e-08    1.42459e-11    1.12882e-08    9.73863e-13   -1.12882e-08    9.73863e-13         1.9213  10000000         1
     0.872     -0.0590438    9.48568e-06     0.00592917     1.2323e-06       0.955867    0.000176012     -0.0592777    9.46907e-06      0.0862558    2.11367e-05      0.0135333    2.17179e-06     -0.0135333    2.17179e-06     0.00227927    5.21021e-07     0.00227927    5.21021e-07      0.0863224    2.05985e-05      0.0135148    2.10898e-06     -0.0135148    2.10898e-06    8.11025e-07    1.03561e-10    -2.3943e-08    2.33426e-12    4.80871e-09    7.88557e-13    7.75232e-07    1.02852e-10   -2.40379e-08    2.30711e-12    6.99556e-08    1.46311e-11    1.09758e-08    1.06685e-12   -1.09758e-08    1.06685e-12    1.84854e-09    3.50487e-13    1.84854e-09    3.50487e-13    7.00096e-08    1.41127e-11    1.09608e-08    9.83196e-13   -1.09608e-08    9.83196e-13        1.90445  10000000         1
     0.873     -0.0586431    9.44447e-06     0.00584535    1.21707e-06       0.956564    0.000177626     -0.0588782    9.43313e-06       0.086471    2.13706e-05      0.0134488    2.17234e-06     -0.0134488    2.17234e-06     0.00224273    5.13634e-07     0.00224273    5.13634e-07      0.0865382     2.0835e-05      0.0134316    2.10905e-06     -0.0134316    2.10905e-06    7.92197e-07    1.02065e-10   -2.32284e-08    2.24464e-12    4.63067e-09    7.57404e-13    7.57787e-07    1.01334e-10   -2.33216e-08      2.221e-12    6.85021e-08    1.44473e-11    1.06541e-08    1.03798e-12   -1.06541e-08    1.03798e-12    1.77668e-09    3.36407e-13    1.77668e-09    3.36407e-13    6.85553e-08    1.39433e-11    1.06405e-08    9.55074e-13   -1.06405e-08    9.55074e-13        1.91325  10000000         1
